user_id,skill_name,correct,response_time
user_001,G6_C6_SOU_DIVERSE,1,14.62
user_001,G6_C6_SOU_DIVERSE,1,10.91
user_001,G6_C6_SOU_DIVERSE,1,16.52
user_001,G6_C6_SOU_DIVERSE,1,14.74
user_001,G6_C6_SOU_DIVERSE,1,10.35
user_001,G6_C6_SOU_DIVERSE,1,10.65
user_001,G6_C6_SOU_DIVERSE,1,12.84
user_001,G6_C6_SOU_DIVERSE,1,13.66
user_001,G6_C7_MAG_POLES,1,25.76
user_001,G6_C7_MAG_POLES,1,18.06
user_001,G6_C7_MAG_POLES,1,17.93
user_001,G6_C7_MAG_POLES,1,13.79
user_001,G6_C7_MAG_POLES,1,13.0
user_001,G6_C7_MAG_POLES,1,8.69
user_001,G6_C7_MAG_POLES,1,12.51
user_001,G6_C7_MAG_POLES,1,11.16
user_001,G6_C7_MAG_POLES,1,11.08
user_001,G6_C7_MAG_POLES,1,15.14
user_001,G6_C7_MAG_POLES,1,8.62
user_001,G6_C7_MAG_POLES,1,13.96
user_001,G6_C7_MAG_FORCES,0,22.79
user_001,G6_C7_MAG_FORCES,1,24.67
user_001,G6_C7_MAG_FORCES,1,21.04
user_001,G6_C7_MAG_FORCES,1,16.19
user_001,G6_C7_MAG_FORCES,1,13.1
user_001,G6_C7_MAG_FORCES,1,14.9
user_001,G6_C7_MAG_FORCES,0,10.22
user_001,G6_C7_MAG_FORCES,1,13.47
user_001,G6_C7_MAG_FORCES,1,12.65
user_001,G6_C7_MAG_FORCES,1,13.69
user_001,G6_C7_MAG_FORCES,1,11.16
user_001,G6_C7_MAG_FORCES,1,18.56
user_001,G6_C8_ELE_CIRCUITS,0,26.42
user_001,G6_C8_ELE_CIRCUITS,0,26.23
user_001,G6_C8_ELE_CIRCUITS,0,20.33
user_001,G6_C8_ELE_CIRCUITS,0,21.53
user_001,G6_C8_ELE_CIRCUITS,1,28.15
user_001,G6_C8_ELE_CIRCUITS,1,21.78
user_001,G6_C8_ELE_CIRCUITS,0,15.47
user_001,G6_C8_ELE_CIRCUITS,0,21.11
user_001,G6_C8_ELE_CIRCUITS,1,24.13
user_001,G6_C8_ELE_CIRCUITS,1,21.68
user_001,G6_C8_ELE_CIRCUITS,0,18.56
user_001,G6_C8_ELE_CIRCUITS,0,22.82
user_001,G6_C8_ELE_CONDINS,0,23.48
user_001,G6_C8_ELE_CONDINS,0,25.65
user_001,G6_C8_ELE_CONDINS,0,27.37
user_001,G6_C8_ELE_CONDINS,1,17.11
user_001,G6_C8_ELE_CONDINS,0,16.86
user_001,G6_C8_ELE_CONDINS,0,19.56
user_001,G6_C8_ELE_CONDINS,1,23.44
user_001,G6_C8_ELE_CONDINS,1,23.09
user_001,G6_C8_ELE_CONDINS,1,16.1
user_001,G6_C8_ELE_CONDINS,1,13.62
user_001,G6_C8_ELE_CONDINS,1,12.14
user_001,G6_C8_ELE_CONDINS,1,13.97
user_001,G6_C9_HEA_GEN,0,19.53
user_001,G6_C9_HEA_GEN,0,23.79
user_001,G6_C9_HEA_GEN,0,20.2
user_001,G6_C9_HEA_GEN,0,20.18
user_001,G6_C9_HEA_GEN,0,19.35
user_001,G6_C9_HEA_GEN,0,21.72
user_001,G6_C9_HEA_GEN,0,23.98
user_001,G6_C9_HEA_GEN,0,23.3
user_001,G6_C9_HEA_GEN,0,20.88
user_001,G6_C9_HEA_GEN,1,21.84
user_001,G6_C9_HEA_GEN,0,17.75
user_001,G6_C9_HEA_GEN,0,16.37
user_001,G6_C9_HEA_ENV,0,23.63
user_001,G6_C9_HEA_ENV,0,23.14
user_001,G6_C9_HEA_ENV,0,22.77
user_001,G6_C9_HEA_ENV,0,23.82
user_001,G6_C9_HEA_ENV,0,17.52
user_001,G6_C9_HEA_ENV,0,20.09
user_001,G6_C9_HEA_ENV,0,22.68
user_001,G6_C9_HEA_ENV,0,23.45
user_001,G6_C9_HEA_ENV,0,19.67
user_001,G6_C9_HEA_ENV,1,18.41
user_001,G6_C9_HEA_ENV,0,17.49
user_001,G6_C9_HEA_ENV,1,20.0
user_001,G6_C10_FOO_INTER,0,21.25
user_001,G6_C10_FOO_INTER,0,25.88
user_001,G6_C10_FOO_INTER,1,22.06
user_001,G6_C10_FOO_INTER,0,18.1
user_001,G6_C10_FOO_INTER,0,19.63
user_001,G6_C10_FOO_INTER,1,21.81
user_001,G6_C10_FOO_INTER,1,22.15
user_001,G6_C10_FOO_INTER,1,15.56
user_001,G6_C10_FOO_INTER,0,11.93
user_001,G6_C10_FOO_INTER,1,14.95
user_001,G6_C10_FOO_INTER,1,11.73
user_001,G6_C10_FOO_INTER,1,15.95
user_001,G6_C10_FOO_NUTR,0,23.91
user_001,G6_C10_FOO_NUTR,0,25.69
user_001,G6_C10_FOO_NUTR,0,22.36
user_001,G6_C10_FOO_NUTR,0,21.59
user_001,G6_C10_FOO_NUTR,0,22.84
user_001,G6_C10_FOO_NUTR,0,24.15
user_001,G6_C10_FOO_NUTR,0,28.98
user_001,G6_C10_FOO_NUTR,0,26.88
user_001,G6_C10_FOO_NUTR,0,26.1
user_001,G6_C10_FOO_NUTR,0,25.79
user_001,G6_C10_FOO_NUTR,0,20.83
user_001,G6_C10_FOO_NUTR,0,22.63
user_001,G6_C11_WEA_WEATHER,0,23.15
user_001,G6_C11_WEA_WEATHER,0,25.89
user_001,G6_C11_WEA_WEATHER,0,17.92
user_001,G6_C11_WEA_WEATHER,0,22.59
user_001,G6_C11_WEA_WEATHER,1,23.46
user_001,G6_C11_WEA_WEATHER,0,17.47
user_001,G6_C11_WEA_WEATHER,0,23.37
user_001,G6_C11_WEA_WEATHER,1,21.05
user_001,G6_C11_WEA_WEATHER,0,22.6
user_001,G6_C11_WEA_WEATHER,1,22.5
user_001,G6_C11_WEA_WEATHER,0,17.52
user_001,G6_C11_WEA_WEATHER,0,24.94
user_001,G6_C11_WEA_DISASTER,0,22.36
user_001,G6_C11_WEA_DISASTER,0,24.23
user_001,G6_C11_WEA_DISASTER,0,23.24
user_001,G6_C11_WEA_DISASTER,1,26.94
user_001,G6_C11_WEA_DISASTER,0,17.88
user_001,G6_C11_WEA_DISASTER,0,18.04
user_001,G6_C11_WEA_DISASTER,0,25.65
user_001,G6_C11_WEA_DISASTER,0,16.71
user_001,G6_C11_WEA_DISASTER,1,19.61
user_001,G6_C11_WEA_DISASTER,0,19.05
user_001,G6_C11_WEA_DISASTER,0,19.52
user_001,G6_C11_WEA_DISASTER,0,23.83
user_001,G7_C1_PLA_DIVER,0,20.08
user_001,G7_C1_PLA_DIVER,1,24.72
user_001,G7_C1_PLA_DIVER,1,20.98
user_001,G7_C1_PLA_DIVER,1,13.73
user_001,G7_C1_PLA_DIVER,1,15.32
user_001,G7_C1_PLA_DIVER,1,8.44
user_001,G7_C1_PLA_DIVER,1,10.6
user_001,G7_C1_PLA_DIVER,1,15.64
user_001,G7_C1_PLA_DIVER,1,13.02
user_001,G7_C1_PLA_DIVER,1,12.34
user_001,G7_C1_PLA_DIVER,0,16.12
user_001,G7_C1_PLA_DIVER,1,13.36
user_001,G7_C1_PLA_CLASSIF,1,19.78
user_001,G7_C1_PLA_CLASSIF,1,15.75
user_001,G7_C1_PLA_CLASSIF,1,15.13
user_001,G7_C1_PLA_CLASSIF,1,12.19
user_001,G7_C1_PLA_CLASSIF,1,11.27
user_001,G7_C1_PLA_CLASSIF,1,13.11
user_001,G7_C1_PLA_CLASSIF,1,12.53
user_001,G7_C1_PLA_CLASSIF,1,10.73
user_001,G7_C1_PLA_CLASSIF,1,10.84
user_001,G7_C1_PLA_CLASSIF,1,10.93
user_001,G7_C1_PLA_CLASSIF,1,10.36
user_001,G7_C1_PLA_CLASSIF,1,12.59
user_001,G7_C2_STA_CHARGES,1,24.77
user_001,G7_C2_STA_CHARGES,0,15.41
user_001,G7_C2_STA_CHARGES,1,20.33
user_001,G7_C2_STA_CHARGES,0,19.78
user_001,G7_C2_STA_CHARGES,0,20.49
user_001,G7_C2_STA_CHARGES,0,23.53
user_001,G7_C2_STA_CHARGES,1,20.71
user_001,G7_C2_STA_CHARGES,1,21.55
user_001,G7_C2_STA_CHARGES,1,8.94
user_001,G7_C2_STA_CHARGES,1,9.85
user_001,G7_C2_STA_CHARGES,0,11.4
user_001,G7_C2_STA_CHARGES,1,13.24
user_001,G7_C2_STA_CAPACIT,0,23.01
user_001,G7_C2_STA_CAPACIT,0,22.08
user_001,G7_C2_STA_CAPACIT,0,24.45
user_001,G7_C2_STA_CAPACIT,0,21.71
user_001,G7_C2_STA_CAPACIT,0,20.78
user_001,G7_C2_STA_CAPACIT,0,25.56
user_001,G7_C2_STA_CAPACIT,0,22.18
user_001,G7_C2_STA_CAPACIT,0,19.36
user_001,G7_C2_STA_CAPACIT,0,25.67
user_001,G7_C2_STA_CAPACIT,0,20.85
user_001,G7_C2_STA_CAPACIT,0,19.4
user_001,G7_C2_STA_CAPACIT,1,20.96
user_001,G7_C3_ELE_SOURCES,0,23.01
user_001,G7_C3_ELE_SOURCES,1,21.27
user_001,G7_C3_ELE_SOURCES,0,22.14
user_001,G7_C3_ELE_SOURCES,0,21.27
user_001,G7_C3_ELE_SOURCES,0,22.32
user_001,G7_C3_ELE_SOURCES,0,27.14
user_001,G7_C3_ELE_SOURCES,0,22.65
user_001,G7_C3_ELE_SOURCES,1,20.52
user_001,G7_C3_ELE_SOURCES,0,23.06
user_001,G7_C3_ELE_SOURCES,0,26.59
user_001,G7_C3_ELE_SOURCES,0,28.73
user_001,G7_C3_ELE_SOURCES,0,21.87
user_001,G7_C3_ELE_CURRENTS,0,23.14
user_001,G7_C3_ELE_CURRENTS,0,22.4
user_001,G7_C3_ELE_CURRENTS,0,21.08
user_001,G7_C3_ELE_CURRENTS,0,19.57
user_001,G7_C3_ELE_CURRENTS,0,23.81
user_001,G7_C3_ELE_CURRENTS,1,22.32
user_001,G7_C3_ELE_CURRENTS,1,22.03
user_001,G7_C3_ELE_CURRENTS,0,13.69
user_001,G7_C3_ELE_CURRENTS,1,24.4
user_001,G7_C3_ELE_CURRENTS,0,17.98
user_001,G7_C3_ELE_CURRENTS,1,19.53
user_001,G7_C3_ELE_CURRENTS,0,17.34
user_001,G7_C4_WAT_SOLVENT,0,21.95
user_001,G7_C4_WAT_SOLVENT,0,22.84
user_001,G7_C4_WAT_SOLVENT,1,19.32
user_001,G7_C4_WAT_SOLVENT,0,19.98
user_001,G7_C4_WAT_SOLVENT,0,18.42
user_001,G7_C4_WAT_SOLVENT,1,24.51
user_001,G7_C4_WAT_SOLVENT,1,20.88
user_001,G7_C4_WAT_SOLVENT,1,15.88
user_001,G7_C4_WAT_SOLVENT,0,14.86
user_001,G7_C4_WAT_SOLVENT,1,15.41
user_001,G7_C4_WAT_SOLVENT,0,13.45
user_001,G7_C4_WAT_SOLVENT,0,14.68
user_001,G7_C4_WAT_COOLANT,0,25.27
user_001,G7_C4_WAT_COOLANT,0,22.51
user_001,G7_C4_WAT_COOLANT,1,26.16
user_001,G7_C4_WAT_COOLANT,1,22.2
user_001,G7_C4_WAT_COOLANT,1,12.35
user_001,G7_C4_WAT_COOLANT,1,10.09
user_001,G7_C4_WAT_COOLANT,1,12.28
user_001,G7_C4_WAT_COOLANT,1,13.4
user_001,G7_C4_WAT_COOLANT,1,12.3
user_001,G7_C4_WAT_COOLANT,1,10.52
user_001,G7_C4_WAT_COOLANT,1,11.5
user_001,G7_C4_WAT_COOLANT,1,13.34
user_001,G7_C5_ACI_IDENTIF,1,23.88
user_001,G7_C5_ACI_IDENTIF,1,19.65
user_001,G7_C5_ACI_IDENTIF,1,18.81
user_001,G7_C5_ACI_IDENTIF,1,17.47
user_001,G7_C5_ACI_IDENTIF,1,13.37
user_001,G7_C5_ACI_IDENTIF,1,10.7
user_001,G7_C5_ACI_IDENTIF,1,15.99
user_001,G7_C5_ACI_IDENTIF,1,13.47
user_001,G7_C5_ACI_IDENTIF,1,8.06
user_001,G7_C5_ACI_IDENTIF,1,12.79
user_001,G7_C5_ACI_IDENTIF,1,6.39
user_001,G7_C5_ACI_IDENTIF,1,12.03
user_001,G7_C5_ACI_INDICAT,0,24.99
user_001,G7_C5_ACI_INDICAT,0,20.62
user_001,G7_C5_ACI_INDICAT,0,25.29
user_001,G7_C5_ACI_INDICAT,0,23.76
user_001,G7_C5_ACI_INDICAT,0,17.48
user_001,G7_C5_ACI_INDICAT,1,23.06
user_001,G7_C5_ACI_INDICAT,1,18.91
user_001,G7_C5_ACI_INDICAT,1,14.96
user_001,G7_C5_ACI_INDICAT,1,11.16
user_001,G7_C5_ACI_INDICAT,0,11.79
user_001,G7_C5_ACI_INDICAT,1,11.06
user_001,G7_C5_ACI_INDICAT,1,13.66
user_001,G7_C6_ANI_CLASSIF,0,25.13
user_001,G7_C6_ANI_CLASSIF,0,19.98
user_001,G7_C6_ANI_CLASSIF,0,23.29
user_001,G7_C6_ANI_CLASSIF,1,25.27
user_001,G7_C6_ANI_CLASSIF,1,17.56
user_001,G7_C6_ANI_CLASSIF,1,16.97
user_001,G7_C6_ANI_CLASSIF,1,12.54
user_001,G7_C6_ANI_CLASSIF,1,10.66
user_001,G7_C6_ANI_CLASSIF,0,16.45
user_001,G7_C6_ANI_CLASSIF,1,15.42
user_001,G7_C6_ANI_CLASSIF,1,12.3
user_001,G7_C6_ANI_CLASSIF,1,7.92
user_001,G7_C6_ANI_ADAPTAT,0,21.05
user_001,G7_C6_ANI_ADAPTAT,1,22.06
user_001,G7_C6_ANI_ADAPTAT,1,17.13
user_001,G7_C6_ANI_ADAPTAT,0,11.09
user_001,G7_C6_ANI_ADAPTAT,0,24.0
user_001,G7_C6_ANI_ADAPTAT,0,22.04
user_001,G7_C6_ANI_ADAPTAT,0,23.66
user_001,G7_C6_ANI_ADAPTAT,1,26.27
user_001,G7_C6_ANI_ADAPTAT,1,20.42
user_001,G7_C6_ANI_ADAPTAT,1,12.62
user_001,G7_C6_ANI_ADAPTAT,1,14.28
user_001,G7_C6_ANI_ADAPTAT,0,7.9
user_001,G7_C7_ENE_FORMS,0,20.43
user_001,G7_C7_ENE_FORMS,1,20.58
user_001,G7_C7_ENE_FORMS,0,20.22
user_001,G7_C7_ENE_FORMS,1,20.64
user_001,G7_C7_ENE_FORMS,0,17.43
user_001,G7_C7_ENE_FORMS,1,24.09
user_001,G7_C7_ENE_FORMS,0,15.56
user_001,G7_C7_ENE_FORMS,1,20.94
user_001,G7_C7_ENE_FORMS,0,21.47
user_001,G7_C7_ENE_FORMS,1,22.62
user_001,G7_C7_ENE_FORMS,1,16.23
user_001,G7_C7_ENE_FORMS,1,15.7
user_001,G7_C7_ENE_TRANSF,0,22.11
user_001,G7_C7_ENE_TRANSF,1,22.35
user_001,G7_C7_ENE_TRANSF,1,16.48
user_001,G7_C7_ENE_TRANSF,1,12.26
user_001,G7_C7_ENE_TRANSF,1,10.16
user_001,G7_C7_ENE_TRANSF,1,12.5
user_001,G7_C7_ENE_TRANSF,1,14.09
user_001,G7_C7_ENE_TRANSF,1,13.82
user_001,G7_C7_ENE_TRANSF,1,8.6
user_001,G7_C7_ENE_TRANSF,1,12.45
user_001,G7_C7_ENE_TRANSF,1,11.91
user_001,G7_C7_ENE_TRANSF,1,11.97
user_001,G7_C8_EAR_STRUCT,1,24.23
user_001,G7_C8_EAR_STRUCT,1,21.92
user_001,G7_C8_EAR_STRUCT,1,16.73
user_001,G7_C8_EAR_STRUCT,1,12.44
user_001,G7_C8_EAR_STRUCT,1,8.18
user_001,G7_C8_EAR_STRUCT,1,12.32
user_001,G7_C8_EAR_STRUCT,1,12.67
user_001,G7_C8_EAR_STRUCT,1,11.64
user_001,G7_C8_EAR_STRUCT,0,14.21
user_001,G7_C8_EAR_STRUCT,1,10.94
user_001,G7_C8_EAR_STRUCT,1,11.49
user_001,G7_C8_EAR_STRUCT,1,12.85
user_001,G7_C8_EAR_TECTON,0,24.09
user_001,G7_C8_EAR_TECTON,0,19.66
user_001,G7_C8_EAR_TECTON,0,26.73
user_001,G7_C8_EAR_TECTON,1,25.22
user_001,G7_C8_EAR_TECTON,0,17.39
user_001,G7_C8_EAR_TECTON,1,21.91
user_001,G7_C8_EAR_TECTON,1,18.07
user_001,G7_C8_EAR_TECTON,1,16.22
user_001,G7_C8_EAR_TECTON,1,7.8
user_001,G7_C8_EAR_TECTON,1,12.06
user_001,G7_C8_EAR_TECTON,1,14.07
user_001,G7_C8_EAR_TECTON,1,8.17
user_001,G7_C9_LIG_SHADOWS,1,24.09
user_001,G7_C9_LIG_SHADOWS,0,23.67
user_001,G7_C9_LIG_SHADOWS,0,24.21
user_001,G7_C9_LIG_SHADOWS,0,26.41
user_001,G7_C9_LIG_SHADOWS,0,22.92
user_001,G7_C9_LIG_SHADOWS,0,20.15
user_001,G7_C9_LIG_SHADOWS,0,20.55
user_001,G7_C9_LIG_SHADOWS,0,20.24
user_001,G7_C9_LIG_SHADOWS,0,23.29
user_001,G7_C9_LIG_SHADOWS,0,23.5
user_001,G7_C9_LIG_SHADOWS,1,22.64
user_001,G7_C9_LIG_SHADOWS,0,20.86
user_001,G7_C9_LIG_MIRRORS,0,22.25
user_001,G7_C9_LIG_MIRRORS,0,23.09
user_001,G7_C9_LIG_MIRRORS,1,25.93
user_001,G7_C9_LIG_MIRRORS,0,15.63
user_001,G7_C9_LIG_MIRRORS,0,19.33
user_001,G7_C9_LIG_MIRRORS,0,23.47
user_001,G7_C9_LIG_MIRRORS,0,18.66
user_001,G7_C9_LIG_MIRRORS,0,24.18
user_001,G7_C9_LIG_MIRRORS,0,21.46
user_001,G7_C9_LIG_MIRRORS,1,23.03
user_001,G7_C9_LIG_MIRRORS,1,20.95
user_001,G7_C9_LIG_MIRRORS,1,13.34
user_001,G7_C10_MIC_LIGHT,0,23.88
user_001,G7_C10_MIC_LIGHT,0,24.44
user_001,G7_C10_MIC_LIGHT,0,21.42
user_001,G7_C10_MIC_LIGHT,0,22.61
user_001,G7_C10_MIC_LIGHT,1,20.98
user_001,G7_C10_MIC_LIGHT,0,20.84
user_001,G7_C10_MIC_LIGHT,0,21.82
user_001,G7_C10_MIC_LIGHT,1,22.05
user_001,G7_C10_MIC_LIGHT,0,18.73
user_001,G7_C10_MIC_LIGHT,0,26.09
user_001,G7_C10_MIC_LIGHT,0,24.27
user_001,G7_C10_MIC_LIGHT,0,21.26
user_001,G7_C10_MIC_ELECTR,1,19.34
user_001,G7_C10_MIC_ELECTR,0,25.42
user_001,G7_C10_MIC_ELECTR,0,17.44
user_001,G7_C10_MIC_ELECTR,1,19.39
user_001,G7_C10_MIC_ELECTR,1,20.52
user_001,G7_C10_MIC_ELECTR,1,11.18
user_001,G7_C10_MIC_ELECTR,0,12.94
user_001,G7_C10_MIC_ELECTR,1,12.55
user_001,G7_C10_MIC_ELECTR,1,11.5
user_001,G7_C10_MIC_ELECTR,1,13.59
user_001,G7_C10_MIC_ELECTR,1,13.56
user_001,G7_C10_MIC_ELECTR,1,17.87
user_001,G7_C11_SOU_PRODUCE,1,23.66
user_001,G7_C11_SOU_PRODUCE,0,20.64
user_001,G7_C11_SOU_PRODUCE,1,23.04
user_001,G7_C11_SOU_PRODUCE,0,14.11
user_001,G7_C11_SOU_PRODUCE,1,20.06
user_001,G7_C11_SOU_PRODUCE,1,21.67
user_001,G7_C11_SOU_PRODUCE,1,16.58
user_001,G7_C11_SOU_PRODUCE,1,16.5
user_001,G7_C11_SOU_PRODUCE,1,13.56
user_001,G7_C11_SOU_PRODUCE,1,14.39
user_001,G7_C11_SOU_PRODUCE,1,12.36
user_001,G7_C11_SOU_PRODUCE,1,14.75
user_001,G7_C11_SOU_PROPAG,0,20.22
user_001,G7_C11_SOU_PROPAG,1,23.73
user_001,G7_C11_SOU_PROPAG,0,15.74
user_001,G7_C11_SOU_PROPAG,1,23.14
user_001,G7_C11_SOU_PROPAG,0,21.93
user_001,G7_C11_SOU_PROPAG,1,21.74
user_001,G7_C11_SOU_PROPAG,1,12.72
user_001,G7_C11_SOU_PROPAG,0,14.39
user_001,G7_C11_SOU_PROPAG,0,21.27
user_001,G7_C11_SOU_PROPAG,0,23.62
user_001,G7_C11_SOU_PROPAG,0,21.61
user_001,G7_C11_SOU_PROPAG,0,22.36
user_001,G7_C12_BIO_LEVELS,0,22.14
user_001,G7_C12_BIO_LEVELS,0,26.84
user_001,G7_C12_BIO_LEVELS,0,24.4
user_001,G7_C12_BIO_LEVELS,0,24.91
user_001,G7_C12_BIO_LEVELS,1,20.73
user_001,G7_C12_BIO_LEVELS,1,19.51
user_001,G7_C12_BIO_LEVELS,1,12.37
user_001,G7_C12_BIO_LEVELS,0,12.49
user_001,G7_C12_BIO_LEVELS,1,21.95
user_001,G7_C12_BIO_LEVELS,1,14.11
user_001,G7_C12_BIO_LEVELS,1,12.65
user_001,G7_C12_BIO_LEVELS,1,10.91
user_001,G7_C12_BIO_SYSTEMS,0,22.6
user_001,G7_C12_BIO_SYSTEMS,0,21.56
